time,V(n001),V(n005)
0.0,-2.299191,-2.299191
0.00016672224074691563,-2.296075612356721,-1.6722148157260621
0.00033344448149383126,-2.2676837747621073,-0.41816976272711365
0.0005001667222407468,-2.205576276319381,0.8250807792837862
0.0006668889629876625,-2.106343372986152,2.0475805035918584
0.0008336112037345782,-1.998626161347255,3.2650722842027324
0.0010003334444814937,-1.8473430138057794,4.444247968806147
0.0011670556852284093,-1.6879059747927752,5.616252332927522
0.001333777925975325,-1.5284689357797707,6.788256697048897
0.0015005001667222407,-1.3168822658387422,7.89177698023399
0.0016672224074691564,-1.1003658825109663,8.988823451724487
0.0018339446482160719,-0.8838494991831906,10.085869923214982
0.0020006668889629873,-0.6145925968676815,11.079984632302697
0.002167389129709903,-0.3445283580680816,12.07252369198926
0.0023341113704568187,-0.07206482096977866,13.057877673416172
0.0025008336112037344,0.24068233282815407,13.922595992855985
0.00266755585195065,0.5534294866260867,14.787314312295798
0.0028342780926975657,0.8701373168181441,15.633146310773585
0.0030010003334444814,1.2139483044806982,16.349738028012666
0.003167722574191397,1.5577592921432526,17.066329745251746
0.003334444814938313,1.9053404049946583,17.75013038732998
0.003501167055685228,2.2681167331040273,18.301768986863156
0.0036678892964321437,2.630893061213397,18.853407586396333
0.0038346115371790594,2.9954705877602263,19.35699701360441
0.004001333777925975,3.3649160615848333,19.730727990596737
0.00416805601867289,3.7343615354094415,20.104458967589068
0.004334778259419806,4.102079484352919,20.415855214726495
0.004501500500166722,4.466464369981463,20.606983670878545
0.004668222740913637,4.830849255610006,20.798112127030596
0.004834944981660553,5.188732988510926,20.91427188066277
0.005001667222407469,5.537363517649399,20.923727375944672
0.005168389463154384,5.8859940467878715,20.933182871226578
0.0053351117039013,6.215380857869578,20.809338564027968
0.005501833944648216,6.537748503098934,20.6368730174755
0.0056685561853951315,6.855396532503878,20.4409940194372
0.005835278426142047,7.141847130703278,20.090348284192114
0.006002000666888963,7.4282977289026775,19.739702548947033
0.0061687229076358785,7.705522184004908,19.353741688405144
0.006335445148382794,7.946454804211644,18.82886571641448
0.00650216738912971,8.18738742441838,18.303989744423816
0.006668889629876626,8.413375408008255,17.733298521498938
0.00683561187062354,8.599761846154303,17.041202222732682
0.007002334111370456,8.786148284300353,16.349105923966427
0.007169056352117372,8.9514483954243,15.604885034009468
0.0073357785928642874,9.076762913597024,14.761821292762386
0.007502500833611203,9.202077431769748,13.918757551515304
0.007669223074358119,9.302780654955153,13.025105783059047
0.007835945315105034,9.369012865692065,12.060599534309462
0.00800266755585195,9.435245076428979,11.096093285559883
0.008169389796598866,9.478892278411575,10.091638655517695
0.00833611203734578,9.498829364734812,9.045245554202147
0.008502834278092697,9.49564854322126,7.96181876797594
0.008669556518839612,9.46957012966328,6.825288056867945
0.008836278759586529,9.4434570433599,5.660119030723628
0.009003001000333443,9.417344003669806,4.473711232979848
0.00916972324108036,9.391230139935546,3.2700699437898337
0.009336445481827275,9.365117452432841,2.046589336094941
0.009503167722574191,9.339005103657255,0.805623694466929
0.009669889963321106,9.312892312955267,-0.44280366769369206
0.009836612204068023,9.286779647136434,-1.6972502750214815
0.010003334444814937,9.260667632470145,-2.2972988691859104
0.010170056685561854,9.234554986513835,-1.6470735571733472
0.010336778926308769,9.208443741781936,-0.3925885536802687
0.010503501167055685,9.182331355714709,0.8539987903309254
0.0106702234078026,9.156219886627532,2.0875666681373986
0.010836945648549515,9.13010883692236,3.313858521288487
0.011003667889296432,9.103997419425117,4.518528005865533
0.011170390130043346,9.077886141328216,5.708209876872116
0.011337112370790263,9.051775718158371,6.87122466355696
0.011503834611537178,9.026972570075364,8.006176708364707
0.011670556852284094,9.019305024017669,9.107746494762823
0.01183727909303101,9.039773225855019,10.166151298681264
0.012004001333777926,9.087823849620419,11.173846294297434
0.01217072357452484,9.149507168677994,12.155281355170944
0.012337445815271757,9.239423928752876,13.068487712976687
0.012504168056018672,9.341834855061645,13.951500770662577
0.012670890296765588,9.444245781370416,14.834513828348477
0.012837612537512503,9.57802241355885,15.615321296441959
0.01300433477825942,9.721460263508835,16.364647551860436
0.013171057019006335,9.864898113458818,17.113973807278906
0.013337779259753251,10.036709309598242,17.72812841635524
0.013504501500500166,10.21409451800104,18.315728229626327
0.01367122374124708,10.39147972640384,18.903328042897414
0.013837945981993997,10.587912986799113,19.33172021119794
0.014004668222740912,10.78629719486847,19.74380594644302
0.014171390463487829,10.984681402937827,20.155891681688104
0.014338112704234744,11.191724598352161,20.404903162594778
0.01450483494498166,11.398959116524887,20.65031147203126
0.014671557185728575,11.606140224579946,20.88798527198211
0.014838279426475491,11.812299474363535,20.977680133871402
0.015005001667222406,12.015952128656464,21.02821717877626
0.015171723907969323,12.212094502574097,20.96142927614413
0.015338446148716238,12.402413335351932,20.84613684676697
0.015505168389463154,12.579918062041447,20.624115171978
0.01567189063021007,12.757422788730958,20.402093497189032
0.015838612870956986,12.922307072819116,20.106517609822678
