time,V(n001),I(R2)
0.0636878959653217,18.57714737859777,0.4888722998716678
0.0638546182060686,18.60875140843264,0.4897039539554101
0.0640213404468156,18.64906323441265,0.4907648056376416
0.0641880626875625,18.69462594198184,0.4919638655909594
0.0643547849283094,18.74018864955103,0.4931629255442772
0.0645215071690563,18.79225273550597,0.4945330273719592
0.0646882294098032,18.8471683862112,0.4959781497492573
0.0648549516505501,18.90300133335656,0.4974474343859713
0.0650216738912971,18.95976665221984,0.4989412783759484
0.065188396132044,19.01653197108312,0.5004351223659257
0.0653551183727909,19.06601483753816,0.5017372318046694
0.0655218406135378,19.1141004533672,0.5030025540175286
0.0656885628542847,19.15802312485312,0.5041583667992959
0.0658552850950316,19.18793730958136,0.5049456756355747
0.0660220073357785,19.2178514943096,0.5057329844718533
0.0661887295765255,19.242073347265208,0.5063704465203877
0.0663554518172724,19.253037215221195,0.5066589010719049
0.0665221740580193,19.26400108317718,0.5069473556234221
0.0666888962987662,19.268917557965324,0.5070768176166403
0.0668556185395131,19.255732347207005,0.5067298741141839
0.06702234078026,19.242412401913395,0.5063792694624134
0.067189063021007,19.22909881978671,0.5060288330094633
0.0673557852617539,19.215790379899847,0.5056787332802909
0.0675225075025008,19.20250099969504,0.5053289798921234
0.0676892297432477,19.189219868108044,0.5049795152055796
0.0678559519839946,19.17594156366964,0.5046301176387846
0.0680226742247415,19.162683170872043,0.5042811927971708
0.0681893964654885,19.149424778074447,0.5039322679555569
0.0683561187062354,19.13617106086352,0.5035834633433147
0.0685228409469823,19.12293656936636,0.5032351531065691
0.0686895631877292,19.10970207786919,0.5028868428698235
0.0688562854284761,19.096474877215428,0.5025387331312715
0.069023007669223,19.083267701490183,0.5021911740782539
0.0691897299099699,19.07006052576494,0.5018436150252362
0.0693564521507169,19.056871056511447,0.5014965255786431
0.0695231743914638,19.04371623601573,0.5011503550773649
0.0696898966322107,19.03056141552001,0.5008041845760868
0.0698566188729576,19.017406595024287,0.5004580140748085
0.0700233411137045,19.00425177452857,0.5001118435735303
0.0701900633544514,18.991096954032844,0.4997656730722521
0.0703567855951984,18.977942133537123,0.4994195025709739
0.0705235078359453,18.96478731304141,0.4990733320696957
0.0706902300766922,18.951632492545684,0.4987271615684175
0.0708569523174391,18.93850720392517,0.4983817513558414
0.071023674558186,18.925405876816136,0.4980369580247311
0.0711903967989329,18.9123045497071,0.4976921646936207
0.0713571190396799,18.89922025002032,0.4973478183323447
0.0715238412804268,18.88614623868321,0.4970037420402473
0.0716905635211737,18.8730722273461,0.49665966574815
0.0718572857619206,18.86001481890477,0.496316087542926
0.0720240080026675,18.84696470886809,0.4959727282898416
0.0721907302434144,18.83391459883141,0.4956293690367572
0.0723574524841613,18.820882795591807,0.495286428224749
0.0725241747249083,18.80785658685556,0.4949436152871031
0.0726908969656552,18.794830378119315,0.4946008023494572
0.0728576192064021,18.78181573065466,0.4942584238385061
0.073024341447149,18.768823838791743,0.4939163443619668
0.0731910636878959,18.75596853639552,0.4935782240803824
0.0733577859286428,18.748373389400268,0.4933782805213784
0.0735245081693898,18.75358315610898,0.4935153959055343
0.0736912304101367,18.77186228468509,0.4939963682708388
0.0738579526508836,18.79774338440805,0.4946775439771383
0.0740246748916305,18.83630629777299,0.4956923164955212
0.0741913971323774,18.876086463921247,0.4967391090119483
0.0743581193731243,18.91872052684064,0.4978610409797142
0.0745248416138712,18.96873159074925,0.4991771999470208
0.0746915638546182,19.01874265465786,0.5004933589143276
0.0748582860953651,19.07082764148884,0.5018640447846693
0.075025008336112,19.12369568798512,0.5032553186035699
0.0751917305768589,19.1765637344814,0.5046465924224703
