time,I(L1),I(L2)
0.0,-2.220446e-13,0.0
0.0001667222407469,1.4616344800574697,0.9995705994951414
0.0003334444814938,2.500231620436155,0.9998928621786692
0.0005001667222407,3.5148890585347505,1.000211336625764
0.0006668889629876,4.486772717874051,1.000524666421286
0.0008336112037345,5.448460995748206,1.0008367918525414
0.0010003334444814,6.343173226165441,1.0011393899470753
0.0011670556852284,7.225350079783315,1.001440204885388
0.0013337779259753,8.107526933401187,1.001741019823701
0.0015005001667222,8.887294926628224,1.0020237412135498
0.0016672224074691,9.657382193050363,1.0023047522172177
0.001833944648216,10.427469459472505,1.0025857632208854
0.0020006668889629,11.063194105896503,1.0028408791877483
0.0021673891297099,11.696861968517378,1.0030955987609391
0.0023341113704568,12.32219602325702,1.0033484565668238
0.0025008336112037,12.80760753376052,1.003570055766557
0.0026675558519506,13.29301904426402,1.0037916549662902
0.0028342780926975,13.758494606774942,1.0040084217894
0.0030010003334444,14.087547224314122,1.0041921203555888
0.0031677225741913,14.4165998418533,1.0043758189217775
0.0033344448149383,14.713689475966188,1.0045511008178776
0.0035011670556852,14.881954631017871,1.004692459937584
0.0036678892964321,15.050219786069556,1.0048338190572903
0.003834611537179,15.174857613209213,1.0049629132070923
0.0040013337779259,15.18158753651698,1.005058859855975
0.0041680560186728,15.18831745982475,1.005154806504858
0.0043347782594198,15.141986108479202,1.0052347845343017
0.0045015005001667,14.993279046125084,1.0052839529237647
0.0046682227409136,14.844571983770964,1.005333121313228
0.0048349449816605,14.63592062258317,1.0053629238865027
0.0050016672224074,14.341949498155792,1.0053651627567353
0.0051683894631543,14.047978373728416,1.0053674016269676
0.0053351117039013,13.65421376949736,1.0053356071791708
0.0055018339446482,13.224049391394184,1.0052913990437984
0.0056685561853951,12.777557689330203,1.0052411999114963
0.005835278426142,12.223139710003762,1.0051513993112962
0.0060020006668889,11.66872173067732,1.0050615987110962
0.0061687229076358,11.091612778091257,1.0049627317706962
0.0063354451483827,10.425246912135936,1.0048282015939705
0.0065021673891297,9.758881046180615,1.004693671417245
0.0066688896298766,9.06595666656658,1.0045473539214975
0.0068356118706235,8.302655320784657,1.0043698014039917
0.0070023341113704,7.53935397500273,1.0041922488864858
0.0071690563521173,6.75045081820769,1.004001374618393
0.0073357785928642,5.912999443749537,1.0037852385730446
0.0075025008336112,5.075548069291384,1.0035691025276965
0.0076692230743581,4.221422003771663,1.0033400232752288
0.007835945315105,3.343941072794671,1.0030928155393166
0.0080026675558519,2.466460141817683,1.0028456078034047
0.0081693897965988,1.5931846411449886,1.0025879130535955
0.0083361120373457,0.7243240707473839,1.0023192088631825
0.0085028342780926,0.014720534132551,1.0020415474919753
0.0086695565188396,4.126801219453495e-08,1.00175
0.0088362787595865,-1.7662545614008312e-08,1.0014517498867614
0.0090030010003334,-1.6839254346950334e-08,1.0011471234506355
0.0091697232410803,-1.617303602321562e-08,1.0008385137473148
0.0093364454818272,-1.5687653865796044e-08,1.000524611691304
0.0095031677225741,-1.5361636756194158e-08,1.0002065635968105
0.0096698899633211,-1.5208795706784536e-08,0.9998864564102964
0.009836612204068,-1.5137755436363374e-08,0.999434702606276
0.0100033344448149,-1.5134947317857725e-08,0.1306913458980441
0.0101700566855618,-1.5198498944766783e-08,-0.9995772753641812
0.0103367789263087,-1.5337080836333554e-08,-0.9998994306191186
0.0105035011670556,-1.5574669969741776e-08,-1.0002190309107664
0.0106702234078026,-1.597703643234421e-08,-1.000535519503133
0.0108369456485495,-1.648164617055431e-08,-1.000850023896108
0.0110036678892964,-1.7418204716129233e-08,-1.0011586153426713
0.0111703901300433,-1.913214410489317e-08,-1.0014632598745643
0.0113371123707902,-1.2077352316232047e-05,-1.0017615011957994
0.0115038346115371,-0.2100783191554454,-1.0020532169727767
0.011670556852284,-1.0376839765047283,-1.0023353039120726
0.011837279093031,-1.903966601654568,-1.0026069973657086
0.0120040013337779,-2.721649266174192,-1.0028653601170123
0.0121707235745248,-3.5113472751528527,-1.0031168495959406
0.0123374458152717,-4.223063449136851,-1.003350932153832
0.0125041680560186,-4.900270262074495,-1.003577311613652
0.0126708902967655,-5.577477075012144,-1.003803691073472
0.0128376125375125,-6.141429193587172,-1.0040039663804576
0.0130043347782594,-6.670496770779572,-1.0041962011253724
0.0131710570190063,-7.199564347971967,-1.0043884358702877
0.0133377792597532,-7.587534586719093,-1.0045458538921923
0.0135045015005001,-7.947785913161238,-1.0046964320849232
0.013671223741247,-8.308037239603383,-1.004847010277654
0.0138379459819939,-8.513278925899453,-1.0049567048465964
0.0140046682227409,-8.70264414897381,-1.0050622120156527
0.0141713904634878,-8.89200937204817,-1.0051677191847088
0.0143381127042347,-8.93164226349183,-1.0052318021859112
0.0145048349449816,-8.967966776996333,-1.0052949699084854
0.0146715571857285,-8.997588961211243,-1.0053561317605406
0.0148382794264754,-8.898980186157734,-1.0053789167006737
0.0150050016672224,-8.768402261628454,-1.005391738501774
0.0151717239079693,-8.542038129544808,-1.0053747086703195
0.0153384461487162,-8.278522219707847,-1.0053451891776035
0.0155051683894631,-7.933257626368362,-1.0052881874639223
0.01567189063021,-7.587993033028879,-1.005231185750241
0.0158386128709569,-7.189967309598094,-1.0051552967182986
0.0160053351117039,-6.723511579021242,-1.005054911256478
0.0161720573524508,-6.25705584844438,-1.0049545257946573
0.0163387795931977,-5.731811186404717,-1.004831478372298
0.0165055018339446,-5.149319422483407,-1.004686363333952
0.0166722240746915,-4.566827658562109,-1.004541248295606
0.0168389463154384,-3.933923694246415,-1.0043716639017308
0.0170056685561853,-3.2642034514988283,-1.004184209416903
0.0171723907969323,-2.5944832087512424,-1.0039967549320743
0.0173391130376792,-1.9034901945272236,-1.0037895713758525
0.0175058352784261,-1.201003385857663,-1.0035717280947587
0.017672557519173,-0.4985165771881026,-1.003353884813665
0.0178392797599199,-0.0027735310503048,-1.0031176423927777
0.0180060020006668,-5.6235409350455556e-08,-1.002861
0.0181727242414138,1.601597263376677e-08,-1.0025953864441404
0.0183394464821607,1.4655728702492082e-08,-1.0023182833356985
